Transaction_ID,Items,Item_Count
1963,sausage,1
1964,"ham, tropical fruit, specialty cheese, long life bakery product",4
1965,"citrus fruit, pip fruit, other vegetables, whole milk",4
1966,red/blush wine,1
1967,"butter, margarine",2
1968,"whole milk, bottled water, fruit/vegetable juice",3
1969,"hard cheese, newspapers",2
1970,hygiene articles,1
1971,"soups, soda, shopping bags",3
1972,"pastry, soda",2
1973,"onions, rolls/buns",2
1974,"ice cream, soda, fruit/vegetable juice",3
1975,herbs,1
1976,"citrus fruit, pip fruit, curd, artif. sweetener",4
1977,"white bread, soda, bottled beer",3
1978,"pip fruit, root vegetables, sugar, coffee",4
1979,"misc. beverages, cake bar",2
1980,"ice cream, soda, bottled beer, salty snack",4
1981,pot plants,1
1982,"beef, tropical fruit, frozen vegetables, pickled vegetables",4
1983,canned beer,1
1984,"cat food, chocolate, specialty chocolate",3
1985,whipped/sour cream,1
1986,shopping bags,1
1987,"berries, other vegetables, yogurt",3
1988,"whole milk, pot plants",2
1989,"root vegetables, domestic eggs",2
1990,"pork, pip fruit, other vegetables, whole milk",4
1991,"sausage, pork, fish, citrus fruit",4
1992,bottled water,1
1993,"ice cream, bottled water",2
1994,"berries, root vegetables, whole milk, dessert",4
1995,"bottled beer, shopping bags",2
1996,"pork, berries, whole milk, dessert",4
1997,"ice cream, soda, specialty chocolate",3
1998,"curd, yogurt, waffles",3
1999,"sausage, dessert, soda",3
2000,"rolls/buns, vinegar, bottled beer",3
2001,"other vegetables, domestic eggs, soda",3
2002,"other vegetables, pastry",2
2003,"root vegetables, canned vegetables, soda, shopping bags",4
2004,"other vegetables, whole milk, butter, yogurt",4
2005,"pastry, salty snack",2
2006,"other vegetables, brown bread, soda",3
2007,"other vegetables, frozen vegetables, pastry, specialty bar",4
2008,"citrus fruit, tropical fruit, whole milk, domestic eggs",4
2009,white bread,1
2010,"citrus fruit, berries, onions, other vegetables",4
2011,whole milk,1
2012,"chocolate, pot plants",2
2013,"citrus fruit, other vegetables, frozen meals, rice",4
2014,"other vegetables, yogurt, fruit/vegetable juice, shopping bags",4
2015,"sausage, chicken, beef, pip fruit",4
2016,"root vegetables, frozen meals, white bread, snack products",4
2017,"sausage, chicken, pip fruit, berries",4
2018,"pip fruit, vinegar, bottled water, shopping bags",4
2019,"tropical fruit, berries, yogurt, domestic eggs",4
2020,"pork, other vegetables, whipped/sour cream",3
2021,"whole milk, yogurt, cream cheese, oil",4
2022,"mustard, soda, fruit/vegetable juice",3
2023,"citrus fruit, white bread, ketchup, fruit/vegetable juice",4
2024,"whole milk, margarine, bottled water",3
2025,"root vegetables, curd, dessert, whipped/sour cream",4
2026,"citrus fruit, tropical fruit, other vegetables",3
2027,UHT-milk,1
2028,soda,1
2029,"tropical fruit, bottled beer",2
2030,shopping bags,1
2031,bottled beer,1
2032,"beef, grapes, fruit/vegetable juice",3
2033,"pip fruit, sugar",2
2034,"root vegetables, onions, other vegetables, yogurt",4
2035,"chicken, beef, citrus fruit, whole milk",4
2036,bottled water,1
2037,flour,1
2038,"pip fruit, domestic eggs",2
2039,"whole milk, pastry, fruit/vegetable juice, canned beer",4
2040,"frankfurter, whole milk, bottled water, specialty chocolate",4
2041,canned beer,1
2042,"whole milk, cream cheese, oil, bottled water",4
2043,canned beer,1
2044,"butter milk, specialty chocolate",2
2045,margarine,1
2046,whole milk,1
2047,"whole milk, ice cream, pastry, coffee",4
2048,"canned beer, liquor",2
2049,salty snack,1
2050,"root vegetables, onions, whipped/sour cream, UHT-milk",4
2051,"sausage, citrus fruit, other vegetables, dessert",4
2052,brown bread,1
2053,"other vegetables, dessert, waffles, light bulbs",4
2054,"sausage, ham, chicken, other vegetables",4
2055,"ham, other vegetables, whole milk, frozen vegetables",4
2056,"domestic eggs, cat food, bottled water",3
2057,"sausage, pip fruit, onions, spices",4
2058,"root vegetables, yogurt, fruit/vegetable juice",3
2059,"other vegetables, yogurt",2
2060,"citrus fruit, whole milk, specialty bar, dish cleaner",4
2061,"pork, frozen potato products, soda",3
2062,"onions, dessert, yogurt, domestic eggs",4
2063,"other vegetables, whole milk, yogurt, spices",4
2064,"chicken, pork, beef, berries",4
2065,"pip fruit, margarine",2
2066,"berries, chewing gum, seasonal products, newspapers",4
2067,"whole milk, specialty bar",2
2068,"chicken, canned beer, shopping bags",3
2069,"pork, onions, pastry, potato products",4
2070,"whole milk, specialty fat, soda",3
2071,"pork, tropical fruit, berries, whole milk",4
2072,"cat food, chocolate",2
2073,"finished products, citrus fruit, yogurt, pastry",4
2074,"brown bread, margarine, long life bakery product, flower (seeds)",4
2075,"berries, dessert, whipped/sour cream, bottled water",4
2076,"ham, whole milk, domestic eggs, pastry",4
2077,"fish, brown bread, pet care, napkins",4
2078,"pastry, canned beer, shopping bags",3
2079,"sausage, pastry",2
2080,"whole milk, yogurt, spread cheese, semi-finished bread",4
2081,bottled beer,1
2082,"whole milk, brown bread",2
2083,"sausage, root vegetables, white bread, roll products",4
2084,"soda, chocolate, chocolate marshmallow",3
2085,"ham, whole milk, dessert, processed cheese",4
2086,"bottled beer, canned beer",2
2087,"sausage, ham, whole milk, dessert",4
2088,"sausage, chicken, other vegetables, whole milk",4
2089,"sausage, root vegetables, other vegetables, dessert",4
2090,"sausage, rolls/buns, white wine",3
2091,pork,1
2092,"root vegetables, yogurt, beverages, domestic eggs",4
2093,"citrus fruit, whole milk, baking powder, cocoa drinks",4
2094,other vegetables,1
2095,"whole milk, soda",2
2096,"yogurt, ice cream, white bread, sweet spreads",4
2097,"UHT-milk, mayonnaise, rolls/buns, pickled vegetables",4
2098,"citrus fruit, tropical fruit, pip fruit, other vegetables",4
2099,"citrus fruit, pip fruit, whole milk, bottled water",4
2100,"whole milk, butter milk, whipped/sour cream, ice cream",4
2101,canned beer,1
2102,"rolls/buns, sugar, sweet spreads, chewing gum",4
2103,"sausage, rolls/buns, soda",3
2104,"frozen fish, bottled beer",2
2105,"other vegetables, whole milk, baking powder, coffee",4
2106,"rolls/buns, soda",2
2107,"tropical fruit, other vegetables, whole milk, frozen vegetables",4
2108,"butter milk, hard cheese",2
2109,"sausage, butter milk, soft cheese, rolls/buns",4
2110,"pastry, soda",2
2111,"spread cheese, fruit/vegetable juice",2
2112,"rolls/buns, sweet spreads, canned fish, chewing gum",4
2113,"frankfurter, onions, candy, detergent",4
2114,"frankfurter, pip fruit, newspapers",3
2115,"condensed milk, pastry, coffee, soda",4
2116,"rolls/buns, canned beer",2
2117,"frankfurter, whole milk, brown bread, cake bar",4
2118,"rolls/buns, bottled beer",2
2119,"rolls/buns, white bread, dish cleaner, shopping bags",4
2120,"other vegetables, whole milk, soda, chocolate",4
2121,"sausage, tropical fruit, other vegetables, whole milk",4
2122,coffee,1
2123,"pip fruit, other vegetables, whole milk, yogurt",4
2124,"citrus fruit, pip fruit",2
2125,"flour, bottled water, chocolate, specialty chocolate",4
2126,"frankfurter, rolls/buns",2
2127,soda,1
2128,soda,1
2129,root vegetables,1
2130,"pork, whole milk, rolls/buns, artif. sweetener",4
2131,"frozen vegetables, rolls/buns, pastry",3
2132,"tropical fruit, other vegetables, whole milk, frozen meals",4
2133,"citrus fruit, whole milk, whipped/sour cream, rolls/buns",4
2134,"frankfurter, beef, other vegetables, rolls/buns",4
2135,"other vegetables, whole milk, rolls/buns, vinegar",4
2136,"sweet spreads, cat food",2
2137,"frankfurter, sausage, other vegetables, domestic eggs",4
2138,"pork, beef, other vegetables, hard cheese",4
2139,"sausage, ham, finished products, frozen meals",4
2140,"pip fruit, soda",2
2141,"bottled beer, canned beer",2
2142,beverages,1
2143,"liver loaf, whole milk, yogurt",3
2144,"frankfurter, onions, soft cheese, white bread",4
2145,"berries, onions, whipped/sour cream, brown bread",4
2146,"curd, tidbits, soda",3
2147,"sausage, whole milk, bottled beer",3
2148,"onions, whole milk, curd, yogurt",4
2149,soda,1
2150,"soda, bottled beer",2
2151,"chicken, citrus fruit, yogurt, UHT-milk",4
2152,cream cheese,1
2153,"bottled water, fruit/vegetable juice",2
2154,chocolate,1
2155,"cream cheese, white bread, sweet spreads, cat food",4
2156,"whole milk, soda, canned beer, liquor (appetizer)",4
2157,"whole milk, domestic eggs, rolls/buns, brown bread",4
2158,fruit/vegetable juice,1
2159,"onions, spread cheese",2
2160,"tropical fruit, other vegetables, yogurt, mayonnaise",4
2161,"tropical fruit, grapes, other vegetables, bottled beer",4
2162,pastry,1
2163,"hamburger meat, semi-finished bread, Instant food products",3
2164,frankfurter,1
2165,"tropical fruit, other vegetables, whole milk, curd",4
2166,butter,1
2167,"rolls/buns, misc. beverages",2
2168,"sausage, beef, other vegetables, frozen fish",4
2169,"citrus fruit, tropical fruit, pip fruit, grapes",4
2170,"tropical fruit, other vegetables",2
2171,"pork, beef, root vegetables, whole milk",4
2172,whole milk,1
2173,"hamburger meat, rolls/buns",2
2174,"frankfurter, frozen potato products",2
2175,"sausage, beef, citrus fruit, sweet spreads",4
2176,"other vegetables, bottled beer",2
2177,"ham, onions, other vegetables, brown bread",4
2178,bottled beer,1
2179,"pip fruit, soda, cake bar, specialty chocolate",4
2180,"pasta, vinegar, soda, fruit/vegetable juice",4
2181,"pip fruit, nuts/prunes, curd, frozen dessert",4
2182,"pork, dessert, soda, shopping bags",4
2183,"frankfurter, sausage, other vegetables, hard cheese",4
2184,"rolls/buns, rum",2
2185,"sausage, meat, other vegetables, curd",4
2186,"tropical fruit, cream cheese, chocolate",3
2187,"chicken, hamburger meat, other vegetables",3
2188,"whole milk, yogurt",2
2189,ham,1
2190,soda,1
2191,"chicken, hamburger meat, other vegetables",3
2192,canned beer,1
2193,"pip fruit, pastry",2
2194,"tropical fruit, pip fruit, whole milk, cream cheese",4
2195,"domestic eggs, rolls/buns",2
2196,"meat, pork, tropical fruit, whole milk",4
2197,"citrus fruit, male cosmetics",2
2198,"sausage, citrus fruit, pip fruit, root vegetables",4
2199,"rolls/buns, tea",2
2200,light bulbs,1
2201,"rolls/buns, newspapers",2
2202,"meat, tropical fruit, beverages, sweet spreads",4
2203,"root vegetables, herbs, frozen vegetables, bottled water",4
2204,"tropical fruit, zwieback, bottled water",3
2205,"citrus fruit, tropical fruit, pip fruit, berries",4
2206,"whole milk, beverages, frozen meals, frozen dessert",4
2207,"margarine, napkins",2
2208,"hamburger meat, whole milk, ice cream, domestic eggs",4
2209,"dessert, rolls/buns, bottled water, specialty bar",4
2210,"beef, whipped/sour cream, napkins",3
2211,"other vegetables, beverages, domestic eggs, brown bread",4
2212,"tropical fruit, other vegetables, whole milk, mustard",4
2213,"chicken, beef, citrus fruit, tropical fruit",4
2214,"brown bread, fruit/vegetable juice, newspapers, shopping bags",4
2215,"sausage, hamburger meat, whole milk, pastry",4
2216,"hamburger meat, whole milk, curd, rolls/buns",4
2217,"pork, root vegetables, onions, other vegetables",4
2218,"sausage, citrus fruit, tropical fruit, pip fruit",4
2219,soda,1
2220,"sweet spreads, soda, waffles",3
2221,"pastry, instant coffee",2
2222,"other vegetables, whole milk, pastry, flour",4
2223,"root vegetables, whole milk, yogurt, jam",4
2224,"whipped/sour cream, pastry, canned fish, soda",4
2225,"whole milk, hard cheese, coffee",3
2226,"whole milk, whipped/sour cream, specialty cheese, domestic eggs",4
2227,"citrus fruit, whole milk, butter, pastry",4
2228,"other vegetables, whipped/sour cream",2
2229,"pork, root vegetables, sliced cheese, frozen vegetables",4
2230,"pip fruit, onions, whole milk",3
2231,bottled beer,1
2232,other vegetables,1
2233,"whole milk, curd, yogurt, whipped/sour cream",4
2234,"pastry, soda",2
2235,"sausage, brown bread, meat spreads, canned fish",4
2236,"sausage, liver loaf, specialty cheese, soda",4
2237,salty snack,1
2238,dessert,1
2239,"pork, hamburger meat, herbs, yogurt",4
2240,"frankfurter, sausage, tropical fruit, whole milk",4
2241,butter,1
2242,"other vegetables, white bread, margarine, canned beer",4
2243,"liver loaf, rolls/buns, soda",3
2244,"frankfurter, sausage, hard cheese, soda",4
2245,"whole milk, curd, butter milk, beverages",4
2246,"frankfurter, chicken, brown bread, oil",4
2247,"root vegetables, bottled water, bottled beer",3
2248,soda,1
2249,"butter, yogurt, whipped/sour cream",3
2250,"cat food, bottled water, white wine, shopping bags",4
2251,chewing gum,1
2252,"berries, root vegetables, whole milk, whipped/sour cream",4
2253,other vegetables,1
2254,"yogurt, rolls/buns",2
2255,"tropical fruit, other vegetables, whole milk, fruit/vegetable juice",4
2256,whole milk,1
2257,"curd, canned beer, waffles, candy",4
2258,"whole milk, butter, hard cheese, white wine",4
2259,bottled water,1
2260,"soda, chocolate, specialty chocolate",3
2261,"sausage, ham, citrus fruit, other vegetables",4
2262,"oil, fruit/vegetable juice",2
2263,"hamburger meat, whole milk, whipped/sour cream",3
2264,"onions, yogurt, frozen vegetables",3
2265,"pork, cat food",2
2266,"pip fruit, yogurt, sliced cheese, frozen vegetables",4
2267,"pork, beef, root vegetables, curd",4
2268,"citrus fruit, pip fruit",2
2269,"yogurt, pastry",2
2270,"frankfurter, other vegetables, yogurt, beverages",4
2271,"frankfurter, ham, pip fruit, domestic eggs",4
2272,brown bread,1
2273,"root vegetables, herbs, other vegetables, yogurt",4
2274,"dish cleaner, napkins",2
2275,"yogurt, organic products, shopping bags",3
2276,"sausage, pip fruit, other vegetables, yogurt",4
2277,"sauces, specialty chocolate",2
2278,"brown bread, pastry, pasta",3
2279,"citrus fruit, tropical fruit, whole milk, butter milk",4
2280,"cream cheese, ice cream, white bread, specialty chocolate",4
2281,"beverages, soft cheese, rolls/buns, sugar",4
2282,"curd, whipped/sour cream, pudding powder, candy",4
2283,"ice cream, chocolate marshmallow",2
2284,"hard cheese, soda",2
2285,"detergent, decalcifier, hygiene articles",3
2286,"bottled water, soda, bottled beer, dental care",4
2287,"soda, specialty bar",2
2288,"pip fruit, other vegetables, whipped/sour cream, oil",4
2289,"whole milk, butter milk, yogurt",3
2290,waffles,1
2291,"sausage, other vegetables, dessert, canned vegetables",4
2292,"chicken, pip fruit, UHT-milk, bottled water",4
2293,"beverages, rolls/buns",2
2294,"ice cream, frozen dessert, salty snack",3
2295,"butter, sliced cheese, misc. beverages, fruit/vegetable juice",4
2296,"beverages, waffles",2
2297,"frankfurter, tropical fruit, dessert, rolls/buns",4
2298,detergent,1
2299,"sausage, citrus fruit, pip fruit, whole milk",4
2300,"chicken, other vegetables, whole milk, cream cheese",4
2301,"yogurt, bottled beer, liquor (appetizer), chewing gum",4
2302,"whole milk, yogurt, oil, bottled water",4
2303,"yogurt, bottled water",2
2304,whipped/sour cream,1
2305,"whole milk, yogurt, hard cheese, rolls/buns",4
2306,"citrus fruit, whole milk, butter milk, yogurt",4
2307,whole milk,1
2308,"citrus fruit, flour, pasta, margarine",4
2309,"pork, other vegetables, whole milk, canned fish",4
2310,beverages,1
2311,"UHT-milk, hygiene articles, cling film/bags, newspapers",4
2312,"beef, whole milk, frozen vegetables, sweet spreads",4
2313,other vegetables,1
2314,"whole milk, yogurt, rolls/buns, bottled water",4
2315,"frankfurter, citrus fruit, tropical fruit, other vegetables",4
2316,"yogurt, rolls/buns, pastry, soda",4
2317,canned beer,1
2318,canned beer,1
2319,"other vegetables, yogurt, whipped/sour cream, newspapers",4
2320,"frankfurter, sausage, other vegetables, brown bread",4
2321,canned beer,1
2322,"pork, herbs, other vegetables, processed cheese",4
2323,"frankfurter, whole milk, yogurt, processed cheese",4
2324,"chocolate, specialty bar",2
2325,"citrus fruit, tropical fruit, fruit/vegetable juice",3
2326,"specialty fat, sugar, cat food",3
2327,"spread cheese, rolls/buns, brown bread, soda",4
2328,"whole milk, beverages, bottled water, cake bar",4
2329,"whole milk, pastry",2
2330,"whole milk, pastry",2
2331,hygiene articles,1
2332,"beef, citrus fruit, root vegetables, whole milk",4
2333,"meat, beef, root vegetables, butter",4
2334,"beef, other vegetables, whole milk, rolls/buns",4
2335,"pip fruit, whole milk, yogurt",3
2336,"other vegetables, rolls/buns",2
2337,"hamburger meat, yogurt, rolls/buns, artif. sweetener",4
2338,"rolls/buns, specialty chocolate",2
2339,instant coffee,1
2340,canned beer,1
2341,"pork, rolls/buns, soda",3
2342,"pork, beverages, flour, margarine",4
2343,"tropical fruit, berries, root vegetables, whole milk",4
2344,"whole milk, cat food, bottled water, napkins",4
2345,"frankfurter, meat, berries, root vegetables",4
2346,"beverages, processed cheese",2
2347,"pip fruit, rolls/buns, sugar, sauces",4
2348,"pip fruit, root vegetables, other vegetables, whole milk",4
2349,"frankfurter, sausage, meat, pip fruit",4
2350,"sausage, pip fruit, bottled water",3
2351,long life bakery product,1
2352,bottled water,1
2353,"beef, root vegetables, other vegetables, whipped/sour cream",4
2354,"domestic eggs, dish cleaner, hygiene articles",3
2355,"oil, margarine, bottled water, red/blush wine",4
2356,"meat, tropical fruit, pip fruit, other vegetables",4
2357,"processed cheese, rolls/buns, soda",3
2358,"sausage, pork, spread cheese, frozen vegetables",4
2359,"citrus fruit, curd",2
2360,frozen vegetables,1
2361,"sausage, rolls/buns, shopping bags",3
2362,"pastry, candles",2
2363,"pork, hamburger meat",2
2364,"berries, other vegetables, whole milk, whipped/sour cream",4
2365,"whole milk, yogurt, whipped/sour cream, sugar",4
2366,"ham, rolls/buns",2
2367,"packaged fruit/vegetables, processed cheese, frozen vegetables, bottled water",4
2368,packaged fruit/vegetables,1
2369,"rolls/buns, canned beer",2
2370,"whole milk, butter milk, domestic eggs",3
2371,whole milk,1
2372,"sausage, pork, berries, other vegetables",4
2373,"white bread, flour, oil, sugar",4
2374,"rolls/buns, bottled water",2
2375,bottled water,1
2376,"other vegetables, soda, bottled beer, shopping bags",4
2377,"frankfurter, rolls/buns, napkins",3
2378,"frankfurter, rolls/buns, salt, canned beer",4
2379,"frankfurter, butter, rolls/buns, semi-finished bread",4
2380,"rolls/buns, pastry, soda",3
2381,"sausage, coffee, bottled water",3
2382,"brown bread, bottled water, bottled beer",3
2383,"UHT-milk, margarine, bottled water, soda",4
2384,"pip fruit, yogurt",2
2385,"whole milk, coffee",2
2386,processed cheese,1
2387,"hamburger meat, root vegetables, other vegetables, whole milk",4
2388,"beef, root vegetables, herbs, curd",4
2389,"whole milk, brown bread, bottled beer",3
2390,"hamburger meat, citrus fruit, other vegetables, whole milk",4
2391,"pasta, fruit/vegetable juice",2
2392,"tropical fruit, butter, brown bread",3
2393,"whole milk, bottled water",2
2394,sausage,1
2395,"rolls/buns, soda, specialty bar",3
2396,"sliced cheese, rolls/buns, canned beer",3
2397,"rolls/buns, fruit/vegetable juice, long life bakery product, newspapers",4
2398,sausage,1
2399,"pastry, fruit/vegetable juice",2
2400,"rolls/buns, soda",2
2401,"pork, beef, whole milk, condensed milk",4
2402,"other vegetables, UHT-milk, rolls/buns, pastry",4
2403,"domestic eggs, soda",2
2404,"ham, beef, citrus fruit, tropical fruit",4
2405,"soda, canned beer",2
2406,specialty chocolate,1
2407,pork,1
2408,other vegetables,1
2409,"onions, whole milk, butter, frozen fish",4
2410,"tropical fruit, rolls/buns, bottled water",3
2411,"pip fruit, whole milk, curd, whipped/sour cream",4
2412,"sausage, hamburger meat, tropical fruit, cream cheese",4
2413,rolls/buns,1
2414,"hamburger meat, root vegetables, other vegetables, roll products",4
2415,"citrus fruit, tropical fruit, pip fruit, pastry",4
2416,"whole milk, yogurt, frozen potato products, brown bread",4
2417,"root vegetables, other vegetables",2
2418,chewing gum,1
2419,"beef, root vegetables",2
2420,rolls/buns,1
2421,"citrus fruit, shopping bags",2
2422,"snack products, chocolate",2
2423,"sausage, ham, chicken, turkey",4
2424,mustard,1
2425,"sausage, pork, soda",3
2426,"frozen meals, frozen fish, chocolate",3
2427,"sausage, citrus fruit, other vegetables, yogurt",4
2428,"spread cheese, rolls/buns",2
2429,"sausage, rolls/buns, soda",3
2430,"herbs, whole milk",2
2431,"tropical fruit, other vegetables",2
2432,"frankfurter, meat, hamburger meat, citrus fruit",4
2433,"domestic eggs, margarine, bottled water",3
2434,"sausage, other vegetables",2
2435,"citrus fruit, tropical fruit, other vegetables, whole milk",4
2436,"pip fruit, root vegetables, butter milk, frozen vegetables",4
2437,"onions, yogurt, flour, sugar",4
2438,"frankfurter, domestic eggs, rolls/buns",3
2439,shopping bags,1
2440,bottled beer,1
2441,"frankfurter, root vegetables, onions, condensed milk",4
2442,"whole milk, spread cheese",2
2443,"soda, hygiene articles, napkins",3
2444,"beef, herbs, other vegetables, whole milk",4
2445,"bottled water, chocolate",2
2446,sausage,1
2447,ice cream,1
2448,"tropical fruit, cat food, bottled water, soda",4
2449,"whole milk, frozen vegetables",2
2450,"yogurt, pastry, canned beer, red/blush wine",4
2451,"herbs, misc. beverages, shopping bags",3
2452,"whole milk, tea, bottled beer, napkins",4
2453,"meat, curd, white bread",3
2454,"frankfurter, pip fruit, other vegetables, whole milk",4
2455,"citrus fruit, whole milk, yogurt, softener",4
2456,"canned beer, candy",2
2457,"chicken, soda, canned beer, liquor (appetizer)",4
2458,"yogurt, waffles",2
2459,"beef, yogurt, spread cheese, margarine",4
2460,"whipped/sour cream, candy",2
2461,"pip fruit, root vegetables, whole milk, whipped/sour cream",4
2462,"frankfurter, whole milk, rolls/buns, pastry",4
2463,soda,1
2464,"pip fruit, yogurt, bottled water, canned beer",4
2465,"citrus fruit, tropical fruit, whipped/sour cream, rolls/buns",4
2466,whole milk,1
2467,"root vegetables, onions, other vegetables, whole milk",4
2468,"sausage, whipped/sour cream, white bread, baking powder",4
2469,"liver loaf, ham, pip fruit, root vegetables",4
2470,soda,1
2471,"root vegetables, liquor, shopping bags",3
2472,"other vegetables, cream cheese, white bread, jam",4
2473,"tropical fruit, whole milk, spread cheese, cat food",4
2474,"butter, oil, cling film/bags",3
2475,"sausage, pip fruit, hard cheese, rolls/buns",4
2476,butter,1
2477,"whole milk, brown bread, chocolate, house keeping products",4
2478,"other vegetables, whole milk, whipped/sour cream, specialty cheese",4
2479,"whole milk, yogurt, pastry, soda",4
2480,white bread,1
2481,pork,1
2482,"whipped/sour cream, sliced cheese, frozen dessert, hygiene articles",4
2483,"yogurt, frozen fish, ice cream",3
2484,"butter milk, tea, fruit/vegetable juice, bottled beer",4
2485,"yogurt, whipped/sour cream, hard cheese, ketchup",4
2486,"other vegetables, whole milk, coffee",3
2487,pastry,1
2488,"yogurt, rolls/buns, misc. beverages",3
2489,"citrus fruit, whole milk, butter, yogurt",4
2490,"condensed milk, coffee",2
2491,"root vegetables, pastry",2
2492,"other vegetables, oil",2
2493,"citrus fruit, rolls/buns, snack products",3
2494,"frankfurter, photo/film",2
2495,sausage,1
2496,other vegetables,1
2497,herbs,1
2498,"ham, pip fruit, other vegetables, cream cheese",4
2499,"root vegetables, yogurt, beverages, flour",4
2500,soda,1
2501,"sausage, beef, hamburger meat, yogurt",4
2502,"frankfurter, pip fruit, frozen vegetables, fruit/vegetable juice",4
2503,bottled water,1
2504,"meat, citrus fruit, whole milk, spread cheese",4
2505,"ham, root vegetables, butter, bottled water",4
2506,"sugar, canned beer",2
2507,"chicken, citrus fruit, tropical fruit, root vegetables",4
2508,"UHT-milk, domestic eggs, sugar, fruit/vegetable juice",4
2509,"beef, yogurt, rolls/buns, cat food",4
2510,"ham, domestic eggs, brown bread, bottled water",4
2511,"rolls/buns, zwieback, chocolate marshmallow, dishes",4
2512,"citrus fruit, yogurt, pastry, salt",4
2513,"citrus fruit, tropical fruit, whole milk, yogurt",4
2514,"cat food, coffee",2
2515,"hard cheese, honey, candy",3
2516,"frankfurter, other vegetables, whole milk, yogurt",4
2517,bottled beer,1
2518,"yogurt, spread cheese, rolls/buns, soda",4
2519,"frankfurter, sausage, chicken, other vegetables",4
2520,"rolls/buns, soda, newspapers",3
2521,"whole milk, beverages, bottled water, soda",4
2522,"meat, beef, onions, white wine",4
2523,"curd, napkins",2
2524,"beverages, white bread, pastry, newspapers",4
2525,"frankfurter, whole milk, UHT-milk, hard cheese",4
2526,"sausage, pork, beef, root vegetables",4
2527,"sausage, pip fruit, whole milk, rolls/buns",4
2528,"meat, other vegetables",2
2529,"sausage, tropical fruit, pip fruit, rolls/buns",4
2530,"whole milk, rolls/buns, pastry",3
2531,canned beer,1
2532,"frankfurter, citrus fruit, tropical fruit, pip fruit",4
2533,long life bakery product,1
2534,"pork, butter, hard cheese, cream cheese",4
2535,"pip fruit, other vegetables, whole milk, butter",4
2536,bottled beer,1
2537,"pork, tropical fruit, root vegetables, onions",4
2538,"bottled water, white wine, newspapers",3
2539,"whole milk, domestic eggs, brown bread, photo/film",4
2540,"curd, dessert, soda, fruit/vegetable juice",4
2541,"tropical fruit, pip fruit, UHT-milk, rolls/buns",4
2542,"pip fruit, other vegetables, whole milk, yogurt",4
2543,"chicken, beef, tropical fruit, root vegetables",4
2544,"whole milk, newspapers",2
2545,"citrus fruit, other vegetables, yogurt, spread cheese",4
2546,canned beer,1
2547,"pip fruit, nuts/prunes, root vegetables, condensed milk",4
2548,photo/film,1
2549,"root vegetables, other vegetables, frozen vegetables",3
2550,"frankfurter, tropical fruit, root vegetables, whole milk",4
2551,"yogurt, white wine, red/blush wine",3
2552,"UHT-milk, ice cream, domestic eggs, oil",4
2553,"organic sausage, chicken, citrus fruit, grapes",4
2554,"whole milk, whipped/sour cream",2
2555,"meat, root vegetables, whole milk, newspapers",4
2556,pork,1
2557,coffee,1
2558,"soft cheese, hard cheese, bottled water, soda",4
2559,"sausage, other vegetables, yogurt, mayonnaise",4
2560,"sausage, citrus fruit, pip fruit, whole milk",4
2561,"finished products, misc. beverages",2
2562,"whole milk, frozen meals, rolls/buns, margarine",4
2563,"curd, yogurt",2
2564,"coffee, fruit/vegetable juice",2
2565,"tropical fruit, herbs, whole milk, yogurt",4
2566,soda,1
2567,"whole milk, curd, brown bread",3
2568,bottled beer,1
2569,oil,1
2570,"hamburger meat, tropical fruit",2
2571,"yogurt, rolls/buns, meat spreads, soda",4
2572,"pork, citrus fruit",2
2573,"frankfurter, pip fruit, root vegetables, other vegetables",4
2574,"sausage, soda, liquor (appetizer), shopping bags",4
2575,canned beer,1
2576,"frankfurter, root vegetables, whole milk, frozen vegetables",4
2577,"beef, citrus fruit, whole milk",3
2578,"yogurt, UHT-milk, rolls/buns, candles",4
2579,long life bakery product,1
2580,"other vegetables, butter, yogurt, rolls/buns",4
2581,pastry,1
2582,"sausage, citrus fruit, whole milk, yogurt",4
2583,canned beer,1
2584,"sausage, citrus fruit, other vegetables, hard cheese",4
2585,canned beer,1
2586,"finished products, soda, specialty chocolate",3
2587,"other vegetables, whole milk, yogurt, specialty cheese",4
2588,"pork, other vegetables, rolls/buns",3
2589,"beef, root vegetables, other vegetables, whole milk",4
2590,specialty bar,1
2591,canned beer,1
2592,bottled beer,1
2593,"ham, citrus fruit, root vegetables, whipped/sour cream",4
2594,"tropical fruit, whole milk",2
2595,"chicken, sugar, photo/film",3
2596,"pork, hamburger meat, pip fruit, herbs",4
2597,yogurt,1
2598,"chicken, other vegetables, bottled water, chewing gum",4
2599,"sausage, ham, pip fruit, whole milk",4
2600,"hard cheese, white bread, brown bread",3
2601,long life bakery product,1
2602,chicken,1
2603,"frankfurter, beef, citrus fruit, whole milk",4
2604,"pastry, mustard, bottled beer",3
2605,shopping bags,1
2606,"tropical fruit, rolls/buns, pastry",3
2607,"frozen meals, rolls/buns, bottled beer",3
2608,whole milk,1
2609,"pork, sugar, newspapers",3
2610,"hamburger meat, pip fruit, whole milk, hard cheese",4
2611,"other vegetables, pastry, candy, napkins",4
2612,"domestic eggs, rolls/buns",2
2613,"hamburger meat, hard cheese, frozen vegetables, soda",4
2614,"berries, root vegetables, whole milk, curd",4
2615,"pastry, soda",2
2616,"sausage, yogurt, rolls/buns, soda",4
2617,frozen vegetables,1
2618,"dessert, rolls/buns, sugar, bottled water",4
2619,"pip fruit, whole milk, domestic eggs",3
